<=50K;1.1831673294503993;<=50K;1.0;correct;1
<=50K;1.09426728083132;<=50K;1.0;correct;1
<=50K;0.5126315545451272;<=50K;1.0;correct;1
<=50K;0.7651015839147695;<=50K;1.0;correct;1
<=50K;0.5606254222809246;>50K;0.0;incorrect;0
>50K;0.44428146949972674;>50K;0.0;correct;1
<=50K;0.8793978259677802;<=50K;1.0;correct;1
>50K;-0.18549156620744855;>50K;0.0;correct;1
>50K;0.1957831096034311;>50K;0.0;correct;1
>50K;0.45581720614225446;<=50K;1.0;incorrect;0
>50K;0.3844042088675294;<=50K;1.0;incorrect;0
<=50K;0.5561780445097209;>50K;0.0;incorrect;0
<=50K;1.2177609969032035;<=50K;1.0;correct;1
<=50K;0.7822889425686272;<=50K;1.0;correct;1
>50K;0.40968082194472716;>50K;0.0;correct;1
<=50K;0.5909510653071883;<=50K;1.0;correct;1
>50K;0.14120509468007697;>50K;0.0;correct;1
<=50K;0.5748430502772297;<=50K;1.0;correct;1
<=50K;1.183621673253663;<=50K;1.0;correct;1
<=50K;0.5380709663648973;<=50K;1.0;correct;1
<=50K;0.9121408562388108;<=50K;1.0;correct;1
>50K;0.23864420037330997;>50K;0.0;correct;1
>50K;0.2104217664311394;>50K;0.0;correct;1
>50K;-0.23560618903459368;>50K;0.0;correct;1
<=50K;0.7271974279489628;>50K;0.0;incorrect;0
>50K;0.31092397842176595;>50K;0.0;correct;1
>50K;0.15760361049600674;>50K;0.0;correct;1
>50K;0.16143845043833677;>50K;0.0;correct;1
<=50K;0.7158689405511873;<=50K;1.0;correct;1
>50K;-0.013647019040394837;>50K;0.0;correct;1
<=50K;1.0625468571946333;<=50K;1.0;correct;1
>50K;0.4366642657992163;<=50K;1.0;incorrect;0
>50K;0.39058707677117355;>50K;0.0;correct;1
>50K;0.4722833387719351;<=50K;1.0;incorrect;0
>50K;-0.157269132265278;>50K;0.0;correct;1
>50K;-0.10611168855355962;>50K;0.0;correct;1
>50K;0.47482026327767096;>50K;0.0;correct;1
>50K;0.1110581434327152;>50K;0.0;correct;1
>50K;0.17143018195784815;>50K;0.0;correct;1
<=50K;0.5844004784518915;>50K;0.0;incorrect;0
<=50K;0.9896813361480418;<=50K;1.0;correct;1
>50K;0.49314161526156736;<=50K;1.0;incorrect;0
<=50K;0.6539237972763257;<=50K;1.0;correct;1
<=50K;0.508000914413501;>50K;0.0;incorrect;0
>50K;0.34785137533208504;>50K;0.0;correct;1
<=50K;1.1999981403919049;<=50K;1.0;correct;1
>50K;0.07108339089123622;>50K;0.0;correct;1
>50K;0.40602828334498864;>50K;0.0;correct;1
<=50K;0.6007769455901333;>50K;0.0;incorrect;0
<=50K;0.6896007292437641;<=50K;1.0;correct;1
>50K;0.35147682009539855;<=50K;1.0;incorrect;0
>50K;0.4380100423758135;>50K;0.0;correct;1
>50K;0.357063201252535;>50K;0.0;correct;1
>50K;-0.04345625529686076;>50K;0.0;correct;1
>50K;0.07149165680083286;>50K;0.0;correct;1
>50K;0.18350066956483174;>50K;0.0;correct;1
<=50K;0.8134795079161776;<=50K;1.0;correct;1
<=50K;1.0280612803886626;<=50K;1.0;correct;1
<=50K;0.6867186657368312;<=50K;1.0;correct;1
<=50K;0.8782987755944984;<=50K;1.0;correct;1
<=50K;0.9046503217623111;<=50K;1.0;correct;1
<=50K;1.0801567043145575;<=50K;1.0;correct;1
<=50K;0.7383722067670928;<=50K;1.0;correct;1
>50K;-0.38264491510898874;>50K;0.0;correct;1
<=50K;0.6254721141073587;>50K;0.0;incorrect;0
<=50K;0.604677997765573;>50K;0.0;incorrect;0
<=50K;1.0584718600102765;<=50K;1.0;correct;1
>50K;0.4855907115731292;>50K;0.0;correct;1
>50K;-0.11353927641344014;>50K;0.0;correct;1
>50K;0.29762177777076376;>50K;0.0;correct;1
>50K;0.43664861366165475;>50K;0.0;correct;1
<=50K;0.8798769373326827;<=50K;1.0;correct;1
<=50K;0.9828376994847187;<=50K;1.0;correct;1
>50K;-0.027529920839278882;>50K;0.0;correct;1
<=50K;0.6663192739824775;<=50K;1.0;correct;1
<=50K;0.8524536538912333;<=50K;1.0;correct;1
>50K;0.3698748489900407;<=50K;1.0;incorrect;0
>50K;0.10713726120710665;>50K;0.0;correct;1
>50K;0.4153765268614343;<=50K;1.0;incorrect;0
<=50K;0.5693557367869247;<=50K;1.0;correct;1
>50K;0.47480314969426446;>50K;0.0;correct;1
>50K;0.38873221919931106;>50K;0.0;correct;1
<=50K;0.5724775789453314;<=50K;1.0;correct;1
>50K;0.18329019606263114;>50K;0.0;correct;1
>50K;0.3596896929632114;>50K;0.0;correct;1
<=50K;0.8757361234132783;<=50K;1.0;correct;1
>50K;0.08416212405000728;>50K;0.0;correct;1
>50K;0.2786649216501365;>50K;0.0;correct;1
>50K;0.3759323508170201;<=50K;1.0;incorrect;0
>50K;0.12978612005917853;>50K;0.0;correct;1
>50K;0.33711516737185454;>50K;0.0;correct;1
>50K;0.3832843633141098;>50K;0.0;correct;1
>50K;-0.039570920012789335;>50K;0.0;correct;1
>50K;0.0779173470846296;>50K;0.0;correct;1
>50K;0.3639521792552986;>50K;0.0;correct;1
<=50K;0.6356112540463583;<=50K;1.0;correct;1
>50K;0.21634785659806693;>50K;0.0;correct;1
<=50K;0.613878119300727;<=50K;1.0;correct;1
>50K;0.3222001781307969;<=50K;1.0;incorrect;0
<=50K;1.0769188117810584;<=50K;1.0;correct;1
<=50K;0.8392191003525331;<=50K;1.0;correct;1
<=50K;0.613878119300727;<=50K;1.0;correct;1
>50K;0.4170449868113359;>50K;0.0;correct;1
>50K;0.4939519837457365;>50K;0.0;correct;1
>50K;0.35651124748803437;>50K;0.0;correct;1
<=50K;1.0113531832349154;<=50K;1.0;correct;1
>50K;0.1290297580322763;>50K;0.0;correct;1
<=50K;1.2199828828908745;<=50K;1.0;correct;1
>50K;0.35751754688893705;>50K;0.0;correct;1
>50K;0.41541830491455184;<=50K;1.0;incorrect;0
>50K;0.04713535493250259;>50K;0.0;correct;1
<=50K;0.7103303033631689;>50K;0.0;incorrect;0
<=50K;0.6164274368157105;<=50K;1.0;correct;1
>50K;0.3377158420558171;<=50K;1.0;incorrect;0
>50K;0.2710864825872274;>50K;0.0;correct;1
>50K;0.3600056060679902;>50K;0.0;correct;1
<=50K;0.6621144953296877;<=50K;1.0;correct;1
>50K;0.46673553412051605;<=50K;1.0;incorrect;0
>50K;0.4438898347828227;<=50K;1.0;incorrect;0
>50K;0.48935025586531156;>50K;0.0;correct;1
>50K;0.2681206157763785;>50K;0.0;correct;1
<=50K;0.837832054530487;<=50K;1.0;correct;1
<=50K;0.6669668594331681;<=50K;1.0;correct;1
<=50K;0.6428427341973153;<=50K;1.0;correct;1
<=50K;1.222941082523083;<=50K;1.0;correct;1
<=50K;0.6059260136258175;<=50K;1.0;correct;1
>50K;0.20673199451448748;>50K;0.0;correct;1
>50K;0.01613806644386917;>50K;0.0;correct;1
>50K;0.29294910511796785;>50K;0.0;correct;1
<=50K;0.8896928803533126;<=50K;1.0;correct;1
<=50K;0.7021430739215666;<=50K;1.0;correct;1
<=50K;0.7137303344007802;<=50K;1.0;correct;1
>50K;0.05885098226260149;>50K;0.0;correct;1
>50K;-0.4807092420597186;>50K;0.0;correct;1
>50K;0.414236542491149;<=50K;1.0;incorrect;0
<=50K;1.1294193887491428;<=50K;1.0;correct;1
>50K;-0.0694691963106368;>50K;0.0;correct;1
<=50K;0.9380696234822206;<=50K;1.0;correct;1
<=50K;0.9631229759455137;<=50K;1.0;correct;1
>50K;0.09520129207890743;>50K;0.0;correct;1
>50K;0.4873307377524087;<=50K;1.0;incorrect;0
>50K;0.44736243713257984;<=50K;1.0;incorrect;0
<=50K;0.673575557842216;<=50K;1.0;correct;1
<=50K;0.5236469664748746;>50K;0.0;incorrect;0
<=50K;0.5176799573555115;>50K;0.0;incorrect;0
<=50K;0.6468212596462086;<=50K;1.0;correct;1
>50K;0.008009870792725138;>50K;0.0;correct;1
<=50K;0.8248352859845576;<=50K;1.0;correct;1
<=50K;0.5270110557234517;>50K;0.0;incorrect;0
<=50K;0.5517341085150779;>50K;0.0;incorrect;0
<=50K;0.6403955734071389;<=50K;1.0;correct;1
<=50K;0.6670249709869192;<=50K;1.0;correct;1
<=50K;0.6932307324651784;<=50K;1.0;correct;1
>50K;0.3757221827031734;>50K;0.0;correct;1
<=50K;0.6349282180066049;<=50K;1.0;correct;1
<=50K;0.6040522390177818;<=50K;1.0;correct;1
<=50K;0.595968447789645;<=50K;1.0;correct;1
<=50K;1.1026586636071896;<=50K;1.0;correct;1
>50K;0.12247917117697943;>50K;0.0;correct;1
<=50K;0.5069936884776796;<=50K;1.0;correct;1
>50K;0.052979161140646436;>50K;0.0;correct;1
>50K;0.3230093217348717;>50K;0.0;correct;1
>50K;0.2684095069917648;>50K;0.0;correct;1
>50K;0.4725039034418973;>50K;0.0;correct;1
>50K;0.025063407779416125;>50K;0.0;correct;1
>50K;0.2685911773630341;>50K;0.0;correct;1
<=50K;0.8912437927717088;<=50K;1.0;correct;1
<=50K;0.5386810037624824;<=50K;1.0;correct;1
<=50K;0.6040848614430343;>50K;0.0;incorrect;0
>50K;0.29815255052826156;<=50K;1.0;incorrect;0
<=50K;0.5639672358598666;>50K;0.0;incorrect;0
>50K;0.45581720614225446;<=50K;1.0;incorrect;0
>50K;0.20392142922657636;>50K;0.0;correct;1
>50K;0.3569129773211012;>50K;0.0;correct;1
<=50K;0.8607591640747979;<=50K;1.0;correct;1
>50K;0.4838317305490071;>50K;0.0;correct;1
<=50K;0.5143369351611322;>50K;0.0;incorrect;0
>50K;0.23981977063173604;>50K;0.0;correct;1
<=50K;0.8489979057998032;<=50K;1.0;correct;1
>50K;0.3888608825319601;<=50K;1.0;incorrect;0
>50K;0.28453928286890307;>50K;0.0;correct;1
<=50K;0.9387297647744057;<=50K;1.0;correct;1
<=50K;1.1987731009367864;<=50K;1.0;correct;1
>50K;0.3198945025127347;>50K;0.0;correct;1
>50K;0.4915347817838202;>50K;0.0;correct;1
>50K;0.29378791496694956;>50K;0.0;correct;1
>50K;0.25590637201733074;>50K;0.0;correct;1
>50K;0.4626609095755456;>50K;0.0;correct;1
<=50K;0.9326840568479344;<=50K;1.0;correct;1
>50K;-0.20519756854483456;>50K;0.0;correct;1
>50K;0.1740729088827015;>50K;0.0;correct;1
<=50K;0.7263339702779552;<=50K;1.0;correct;1
>50K;0.2596092559377878;>50K;0.0;correct;1
<=50K;0.5246974307233088;<=50K;1.0;correct;1
>50K;0.08038507412081203;>50K;0.0;correct;1
<=50K;0.7683804066336812;<=50K;1.0;correct;1
<=50K;0.5639063438773095;<=50K;1.0;correct;1
<=50K;0.6798229705006422;<=50K;1.0;correct;1
<=50K;0.5594625059373888;<=50K;1.0;correct;1
<=50K;0.7950358794212771;<=50K;1.0;correct;1
>50K;0.2711965994068531;>50K;0.0;correct;1
<=50K;1.1321875733558306;<=50K;1.0;correct;1
